Index,job_title,mean_sal_est,company,Location,State,col_state,Headquarters,Size,Founded,Industry
1804,Data Analyst,$68 ,"TEKsystems
3.9","Charlotte, NC",NC,103.3,"Hanover, MD",1001 to 5000 employees,1983,Staffing & Outsourcing
1805,Data Analyst,$68 ,"Artech LLC
3.9","Charlotte, NC",NC,103.3,"Morristown, NJ",5001 to 10000 employees,1992,Staffing & Outsourcing
1806,Financial Data Analyst,$68 ,"Randstad
3.6","Charlotte, NC",NC,103.3,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
1807,Data Analyst,$68 ,"Matlen Silver
3.4","Charlotte, NC",NC,103.3,"Bridgewater, NJ",201 to 500 employees,1980,IT Services
1808,Data Analyst,$68 ,"Randstad
3.6","Charlotte, NC",NC,103.3,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
1809,Data Analyst,$68 ,"Diversant LLC
3.8","Charlotte, NC",NC,103.3,"Red Bank, NJ",1001 to 5000 employees,2005,Staffing & Outsourcing
1810,Data Science Analyst,$68 ,"Signature Consultants
3.6","Charlotte, NC",NC,103.3,"Fort Lauderdale, FL",1001 to 5000 employees,1997,Staffing & Outsourcing
1811,Data Analyst,$68 ,"Sysmind LLC
4.1","Charlotte, NC",NC,103.3,"Princeton Junction, NJ",51 to 200 employees,1999,Enterprise Software & Network Solutions
1812,Data Analyst,$68 ,"Tata Consultancy Services (North America)
3.7","Charlotte, NC",NC,103.3,"New York, NY",10000+ employees,1968,IT Services
1813,Business Data Analyst,$68 ,"Robert Half
3.5","Charlotte, NC",NC,103.3,"Menlo Park, CA",10000+ employees,1948,Staffing & Outsourcing
1814,Data Analyst,$68 ,"Kforce
4.1","Charlotte, NC",NC,103.3,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1815,Data Business Analyst,$68 ,"TEKsystems
3.9","Charlotte, NC",NC,103.3,"Hanover, MD",1001 to 5000 employees,1983,Staffing & Outsourcing
1816,Junior Data Analyst,$68 ,"Staffigo Technical Services, LLC
5.0","Charlotte, NC",NC,103.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
1817,Data Analyst,$68 ,"Conch Technologies, Inc
4.6","Charlotte, NC",NC,103.3,"Memphis, TN",51 to 200 employees,-1,Consulting
1818,Data Analyst,$68 ,"Neo Prism Solutions
3.2","Charlotte, NC",NC,103.3,"Schaumburg, IL",51 to 200 employees,-1,Accounting
1819,Data Management Analyst,$68 ,"TEKsystems, Inc
3.9","Charlotte, NC",NC,103.3,"Hanover, MD",1001 to 5000 employees,1983,Staffing & Outsourcing
1820,Financial Data Analyst - Full Time,$68 ,Data Bridge Consultants,"Charlotte, NC",NC,103.3,-1,-1,-1,-1
1821,Data analyst,$68 ,"Resource Logistics, Inc.
4.7","Charlotte, NC",NC,103.3,"Edison, NJ",51 to 200 employees,1997,Logistics & Supply Chain
1822,Data Analyst,$68 ,"Diverse Lynx
3.9","Charlotte, NC",NC,103.3,"Princeton, NJ",501 to 1000 employees,2002,IT Services
1823,Senior CX Data Analyst,$68 ,"Vanguard
3.2","Charlotte, NC",NC,103.3,"Malvern, PA",10000+ employees,1975,Investment Banking & Asset Management
1824,Data Engineer/Analyst,$68 ,"Vaco Technology
3.3","Charlotte, NC",NC,103.3,"Brentwood, TN",501 to 1000 employees,2002,Consulting
30,Data Analyst,$67 ,"Revel
3.6","Brooklyn, NY",NY,100.1,"Seattle, WA",51 to 200 employees,2005,Consulting
31,Data Analyst,$67 ,"NALLAS CORPORATION
3.6","Jersey City, NJ",NJ,102,"Newtown, PA",1 to 50 employees,-1,Enterprise Software & Network Solutions
32,Data Analyst,$67 ,"Pozent
3.5","New York, NY",NY,100.1,"Piscataway, NJ",1 to 50 employees,-1,-1
33,"Data Science Analyst, Capital Markets",$67 ,"SoFi
3.2","New York, NY",NY,100.1,"San Francisco, CA",1001 to 5000 employees,2011,Lending
34,Data Analyst (Games),$67 ,Carry1st,"New York, NY",NY,100.1,-1,-1,-1,-1
35,Analyst/Associate Global Markets Credit Data Analyst,$67 ,"Bank of America
3.7","New York, NY",NY,100.1,"Charlotte, NC",10000+ employees,1904,Banks & Credit Unions
36,Data Business Analyst,$67 ,Clear Street,"New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2018,-1
37,Data Analyst with Excel/DAX/ PowerBI experience- Fulltime,$67 ,"Nutech Information Systems
3.6","New York, NY",NY,100.1,"Westmont, IL",1 to 50 employees,-1,Computer Hardware & Software
38,Data Science Analyst/Engineer,$67 ,"NYU Langone Health
4.0","New York, NY",NY,100.1,"New York, NY",10000+ employees,1841,Health Care Services & Hospitals
39,Data Analyst,$67 ,"The Trevor Project
4.6","New York, NY",NY,100.1,"West Hollywood, CA",51 to 200 employees,-1,Social Assistance
40,"Business Analyst, Data Platforms",$67 ,Pinto,"New York, NY",NY,100.1,"New York, NY",1 to 50 employees,-1,-1
41,Behavioral Data Analyst,$67 ,AB InBev,"New York, NY",NY,100.1,"Kyiv, Ukraine",1001 to 5000 employees,-1,-1
42,Data Analyst,$67 ,"Whip Media Group
5.0","New York, NY",NY,100.1,"Santa Monica, CA",51 to 200 employees,2016,-1
43,Data Analyst -1+ year Contract - NYC,$67 ,"Two95 International Inc.
4.0","New York, NY",NY,100.1,"Cherry Hill, NJ",1 to 50 employees,-1,Staffing & Outsourcing
44,Data Analyst,$67 ,"Vettery
3.0","New York, NY",NY,100.1,"New York, NY",201 to 500 employees,2013,Internet
45,Data Analyst,$67 ,"Nesco Resource, LLC
2.9","New York, NY",NY,100.1,"Cleveland, OH",1001 to 5000 employees,1956,Staffing & Outsourcing
46,Advertising Data Analyst,$67 ,"Hearst Communications
4.0","New York, NY",NY,100.1,"San Francisco, CA",1 to 50 employees,-1,Advertising & Marketing
47,Data Analyst,$67 ,"MediaMath
3.6","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,2007,Advertising & Marketing
48,Market Data Reporting Analyst,$67 ,"Jordan & Jordan
4.9","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,1990,Brokerage Services
49,"Senior Analyst, Data Science",$67 ,"Roku
3.9","New York, NY",NY,100.1,"San Jose, CA",1001 to 5000 employees,2002,IT Services
50,"Senior Data Analyst, Disney+",$67 ,"Walt Disney Co.
4.0","New York, NY",NY,100.1,"Burbank, CA",10000+ employees,1923,Motion Picture Production & Distribution
51,"Office of the CAO | Reference Data, Project Manager/Business Analyst",$67 ,"Citadel
3.8","New York, NY",NY,100.1,"Chicago, IL",1001 to 5000 employees,1990,-1
52,Business Data Analyst,$67 ,"Xoriant Corporation
3.7","Jersey City, NJ",NJ,102,"Sunnyvale, CA",1001 to 5000 employees,1990,IT Services
53,Senior Data Analyst,$67 ,"Gemini
3.6","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2015,Brokerage Services
54,Data Scientist / Big Data Analytics Analyst,$67 ,"TSR, Inc.
3.6","Weehawken, NJ",NJ,102,"Hauppauge, NY",201 to 500 employees,1969,Staffing & Outsourcing
55,Data Reporting Analyst,$67 ,NADAP NYS INC.,"New York, NY",NY,100.1,-1,-1,-1,-1
56,"Principal Data Analyst, LATAM - Disney Streaming Services",$67 ,"Walt Disney Co.
4.0","New York, NY",NY,100.1,"Burbank, CA",10000+ employees,1923,Motion Picture Production & Distribution
57,Data Analyst II,$67 ,"Fragomen Worldwide
3.2","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,1951,Legal
58,"Data Analyst - Environmental, Social, and Governance",$67 ,"Bloomberg
3.8","New York, NY",NY,100.1,"New York, NY",10000+ employees,1981,Computer Hardware & Software
59,Data Analyst,$67 ,"Real Capital Analytics
3.9","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2000,Real Estate
240,Data Analyst II,$67 ,"Capgemini
3.8","Jersey City, NJ",NJ,102,"Paris, France",10000+ employees,1967,Enterprise Software & Network Solutions
241,Data Analyst II,$67 ,"IPRO
3.0","Lake Success, NY",NY,100.1,"N New Hyde Park, NY",201 to 500 employees,1984,Health Care Services & Hospitals
242,Data Analyst (35 hours/week),$67 ,"CASES
3.2","New York, NY",NY,100.1,"Durham, NC",1 to 50 employees,-1,-1
243,Lead Generation Data Analyst,$67 ,"Brown Brothers Harriman
3.3","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,1818,Investment Banking & Asset Management
244,"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-post",$67 ,"NYC Health + Hospitals
3.6","New York, NY",NY,100.1,"New York, NY",5001 to 10000 employees,-1,Health Care Services & Hospitals
245,Data Analyst I - Genetics & Genomic Sciences,$67 ,"Mount Sinai Medical Center
3.1","New York, NY",NY,100.1,"Miami Beach, FL",1001 to 5000 employees,1946,Health Care Services & Hospitals
246,Data Reporting Analyst III,$67 ,"Horizon Blue Cross Blue Shield of New Jersey
3.6","Newark, NJ",NJ,102,"Newark, NJ",1001 to 5000 employees,1932,Insurance Carriers
247,Reporting Analyst Data Analyst,$67 ,APR Staffing,"Lake Success, NY",NY,100.1,-1,-1,-1,-1
248,Data Analyst - CBCH,$67 ,"Columbia University
3.9","New York, NY",NY,100.1,"New York, NY",10000+ employees,1938,Colleges & Universities
249,"Principal Data Analyst, LATAM Disney Streaming Services",$67 ,"Walt Disney Company
4.0","New York, NY",NY,100.1,"Burbank, CA",10000+ employees,1923,Motion Picture Production & Distribution
250,Data Engineer/Data Analyst,$67 ,"Diverse Lynx
3.9","New York, NY",NY,100.1,"Princeton, NJ",501 to 1000 employees,2002,IT Services
1788,Accounting Data Analyst / Implementation Specialist,$66 ,"Marker, Inc.","Columbus, OH",OH,89.4,"Old Bridge, NJ",Unknown,-1,-1
1789,Information Security and Data Protection Analyst,$66 ,"Amyx, Iinc.","Columbus, OH",OH,89.4,-1,-1,-1,-1
1790,"Data Analyst III (Population Health , Pharmacy, SQL)",$66 ,"Buckeye Community Health Plan
3.4","Columbus, OH",OH,89.4,"Dayton, OH",51 to 200 employees,-1,-1
1791,"Data Analyst III (Population Health , Pharmacy, SQL)",$66 ,"Buckeye Health Plan
3.4","Columbus, OH",OH,89.4,"Columbus, OH",1001 to 5000 employees,2004,Health Care Services & Hospitals
1792,Data Statistics Analyst PFK Care Coordination,$66 ,"Nationwide Childrens Hospital
3.7","Columbus, OH",OH,89.4,"Columbus, OH",10000+ employees,1892,Health Care Services & Hospitals
1793,Software Engineer - Senior Data Analyst,$66 ,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",OH,89.4,"New York, NY",10000+ employees,1799,Investment Banking & Asset Management
1794,Sr Data Analyst,$66 ,"Creative Financial Staffing
4.5","Westerville, OH",OH,89.4,"Boston, MA",201 to 500 employees,1994,Staffing & Outsourcing
2024,Sr. Business and Data Analyst,$66 ,"addastaff
5.0","San Francisco, CA",CA,102.9,"San Mateo, CA",1 to 50 employees,-1,Staffing & Outsourcing
2025,Business Data Analyst - Senior/Director,$66 ,"HireTalent
4.5","San Francisco, CA",CA,102.9,"New York, NY",201 to 500 employees,1997,Staffing & Outsourcing
2026,"Lead Data Analyst, BI/Visualizations",$66 ,"Chime
4.8","San Francisco, CA",CA,102.9,"San Francisco, CA",201 to 500 employees,2013,Banks & Credit Unions
2027,"Lead Data Analyst, BI/Visualizations",$66 ,Chime Bank,"San Francisco, CA",CA,102.9,-1,-1,-1,-1
2028,Epic Clarity Data Analyst,$66 ,"APN Software Services Inc.
4.1","Oakland, CA",CA,102.9,"Newark, CA",51 to 200 employees,-1,Computer Hardware & Software
2029,Senior Data Analyst,$66 ,"The Pill Club
2.7","San Mateo, CA",CA,102.9,"San Mateo, CA",201 to 500 employees,2014,Health Care Services & Hospitals
2030,Senior Health Data Analyst,$66 ,One Medical,"San Francisco, CA",CA,102.9,"South Melbourne, Australia",201 to 500 employees,-1,-1
2031,Business Data Analyst - Senior/Director,$66 ,"TalentBurst, Inc.
3.9","San Francisco, CA",CA,102.9,"Natick, MA",501 to 1000 employees,2002,IT Services
2032,Sales Finance Data Analyst,$66 ,"Qualys
3.0","Foster City, CA",CA,102.9,"Foster City, CA",501 to 1000 employees,1999,Computer Hardware & Software
2033,"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)",$66 ,"ZS Associates
3.8","San Francisco, CA",CA,102.9,"Evanston, IL",5001 to 10000 employees,1983,Consulting
2034,Data Integrity Analyst,$66 ,"I.T. Solutions, Inc.
3.1","Foster City, CA",CA,102.9,"Monmouth Junction, NJ",201 to 500 employees,-1,IT Services
2035,"Business data analyst - SFO , CA",$66 ,"Diverse Lynx
3.9","San Francisco, CA",CA,102.9,"Princeton, NJ",501 to 1000 employees,2002,IT Services
2036,Business Data Analyst WITH Data Standards and Migration,$66 ,"Diverse Lynx
3.9","San Francisco, CA",CA,102.9,"Princeton, NJ",501 to 1000 employees,2002,IT Services
2037,Senior Data Analyst,$66 ,"QuinStreet
3.2","San Mateo, CA",CA,102.9,"Foster City, CA",501 to 1000 employees,1999,Advertising & Marketing
2038,BI Data Analyst / Business Analyst,$66 ,"Alliance IT
4.4","San Ramon, CA",CA,102.9,"Pleasanton, CA",51 to 200 employees,2011,IT Services
2039,Senior Product Data Analyst,$66 ,"LiveCareer
3.9","San Francisco, CA",CA,102.9,"Guaynabo, PR",501 to 1000 employees,2005,Internet
2040,"Senior Business Data Analyst, Growth Strategy",$66 ,"Square Trade
3.5","San Francisco, CA",CA,102.9,"San Francisco, CA",201 to 500 employees,1999,Insurance Carriers
2041,Senior Product Data Analyst,$66 ,"BOLD
3.6","San Francisco, CA",CA,102.9,"Guaynabo, PR",201 to 500 employees,2004,Internet
2042,Data Analyst Junior,$66 ,"Staffigo Technical Services, LLC
5.0","San Francisco, CA",CA,102.9,"Woodridge, IL",51 to 200 employees,2008,IT Services
2043,"Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)",$66 ,"Next Level Business Services, Inc.
4.4","San Francisco, CA",CA,102.9,"Alpharetta, GA",5001 to 10000 employees,2007,IT Services
2044,Senior Data Analyst,$66 ,"The Armada Group
4.4","San Francisco, CA",CA,102.9,"Santa Cruz, CA",51 to 200 employees,1995,IT Services
2045,Sr Data Analyst,$66 ,"GoAhead Solutions
4.9","San Francisco, CA",CA,102.9,"South San Francisco, CA",1 to 50 employees,2001,IT Services
2046,Senior Business and Data Analyst,$66 ,"addastaff
5.0","San Francisco, CA",CA,102.9,"San Mateo, CA",1 to 50 employees,-1,Staffing & Outsourcing
1825,Federal - Data Analyst,$65 ,Accenture Contractor Jobs,"Charlotte, NC",NC,103.3,-1,-1,-1,-1
1826,Quality Data Analyst,$65 ,"OrthoCarolina
3.6","Charlotte, NC",NC,103.3,"Charlotte, NC",501 to 1000 employees,2005,Health Care Services & Hospitals
1827,Data Visualization Analyst,$65 ,"American Tire Distributors
2.8","Huntersville, NC",NC,103.3,"Huntersville, NC",1001 to 5000 employees,1935,Logistics & Supply Chain
1828,Senior Data Analyst,$65 ,"NTT DATA Corporation
3.4","Charlotte, NC",NC,103.3,"Tokyo, Japan",10000+ employees,1967,IT Services
1829,HR Data Analyst,$65 ,"Apex Systems
3.8","Charlotte, NC",NC,103.3,"Glen Allen, VA",1001 to 5000 employees,1995,Staffing & Outsourcing
1830,Data Analyst/Business Analyst,$65 ,"Signature Consultants
3.6","Charlotte, NC",NC,103.3,"Fort Lauderdale, FL",1001 to 5000 employees,1997,Staffing & Outsourcing
1831,Data Analyst,$65 ,"eTeam Inc.
3.7","Charlotte, NC",NC,103.3,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing
1832,Data Analyst,$65 ,"AccessOne
2.0","Fort Mill, SC",SC,101.7,"Fort Mill, SC",1 to 50 employees,-1,-1
1833,BI Data Analyst,$65 ,"Nesco Resource, LLC
2.9","Fort Mill, SC",SC,101.7,"Cleveland, OH",1001 to 5000 employees,1956,Staffing & Outsourcing
1834,Data Analyst,$65 ,"RGP
4.1","Charlotte, NC",NC,103.3,"Irvine, CA",1001 to 5000 employees,1996,Consulting
1835,Enterprise Data Office Analyst IV,$65 ,"Truist
3.5","Charlotte, NC",NC,103.3,"Charlotte, NC",10000+ employees,2019,Investment Banking & Asset Management
1836,Data Analyst/ Python with Banking Experience,$65 ,"Shimento, Inc.
2.9","Charlotte, NC",NC,103.3,"Benicia, CA",1 to 50 employees,-1,-1
1837,Data Analyst,$65 ,Parks Heating & Cooling,"Indian Trail, NC",NC,103.3,"Indian Trail, NC",51 to 200 employees,1973,General Repair & Maintenance
1838,Systems/Data Analyst,$65 ,"Randstad
3.6","Charlotte, NC",NC,103.3,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
1839,Data Analyst (Real Time Data Consultant Needed),$65 ,"Conch Technologies, Inc
4.6","Charlotte, NC",NC,103.3,"Memphis, TN",51 to 200 employees,-1,Consulting
1840,Data Visualization Analyst,$65 ,"PCR Staffing
5.0","Huntersville, NC",NC,103.3,"Charlotte, NC",1 to 50 employees,-1,Computer Hardware & Software
1841,57072 - Market data Analyst - 100 % remote,$65 ,"Tek Leaders
3.5","Charlotte, NC",NC,103.3,"Plano, TX",501 to 1000 employees,2016,IT Services
1842,Application Programmer V/ Database Developer/ Data Analyst,$65 ,"DATA Inc.
4.3","Charlotte, NC",NC,103.3,"Montvale, NJ",501 to 1000 employees,1983,IT Services
1843,Data Analyst,$65 ,"Staffigo Technical Services, LLC
5.0","Charlotte, NC",NC,103.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
1844,Data Analyst,$65 ,LiveMindz,"Charlotte, NC",NC,103.3,"Dallas, TX",51 to 200 employees,-1,-1
1845,Data Standardization Analyst(s),$65 ,"London Stock Exchange Group
3.2","Charlotte, NC",NC,103.3,"London, United Kingdom",1001 to 5000 employees,1698,Stock Exchanges
1846,DATA MGMT ANALYST,$65 ,"Kforce
4.1","Charlotte, NC",NC,103.3,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1847,"Data Quality Analyst, Financial Services",$65 ,"NTT DATA Services
3.4","Charlotte, NC",NC,103.3,"Tokyo, Japan",10000+ employees,1967,IT Services
1848,Data Analyst II,$65 ,"Meridian Technologies
4.0","Charlotte, NC",NC,103.3,"Farmington Hills, MI",Unknown,-1,-1
1849,Data Governance Analyst,$65 ,"TEKsystems, Inc
3.9","Charlotte, NC",NC,103.3,"Hanover, MD",1001 to 5000 employees,1983,Staffing & Outsourcing
1850,Data Integration Analyst,$65 ,"Cardinal Innovations Healthcare
2.9","Charlotte, NC",NC,103.3,"Charlotte, NC",501 to 1000 employees,-1,Health Care Services & Hospitals
1851,Data Analyst with Banking Domain,$65 ,"CYNET SYSTEMS
4.0","Charlotte, NC",NC,103.3,"Ashburn, VA",501 to 1000 employees,2010,IT Services
1852,Financial Data Analyst - Full Time,$65 ,dataBridge,"Charlotte, NC",NC,103.3,"Arden, NC",1 to 50 employees,-1,-1
454,Data Analyst,$64 ,"Robert Half
3.5","Reedley, CA",CA,102.9,"Menlo Park, CA",10000+ employees,1948,Staffing & Outsourcing
455,"Data Analyst, District Office - Accountability Office",$64 ,"TCOE
3.7","Visalia, CA",CA,102.9,"Springville, CA",1 to 50 employees,-1,Preschool & Child Care
456,Data Analyst (Kings County),$64 ,"Public Health Foundation Enterprises, In
3.3","Hanford, CA",CA,102.9,"City of Industry, CA",1001 to 5000 employees,1968,Social Assistance
1372,Analyst Supply Chain I Data Management,$64 ,"Mary Kay
3.9","Lewisville, TX",TX,89.1,"Addison, TX",5001 to 10000 employees,1963,Consumer Products Manufacturing
1373,Senior Data Analyst,$64 ,"Mobilityware
4.5","Dallas, TX",TX,89.1,"Irvine, CA",51 to 200 employees,1990,Video Games
1374,Data Analyst,$64 ,"AustinCSI
3.0","Grapevine, TX",TX,89.1,"Plano, TX",51 to 200 employees,2007,Consulting
1375,Data Integration Analyst,$64 ,"Apptricity Corporation
4.4","Irving, TX",TX,89.1,"Irving, TX",51 to 200 employees,1999,Computer Hardware & Software
1376,Data Analyst,$64 ,"Mitchell Martin
4.1","Plano, TX",TX,89.1,"New York, NY",501 to 1000 employees,1984,Staffing & Outsourcing
1377,Data Analyst,$64 ,"National NeuroMonitoring
4.3","Addison, TX",TX,89.1,"San Antonio, TX",51 to 200 employees,2008,Health Care Services & Hospitals
1378,Healthcare Analyst / Healthcare Data Analyst,$64 ,"PriceSenz
5.0","Irving, TX",TX,89.1,"Irving, TX",Unknown,-1,-1
1379,Human Resources data Analyst,$64 ,"MOA
1.9","Plano, TX",TX,89.1,"Paris, France",51 to 200 employees,1997,-1
1380,Business Analyst - Data Protection,$64 ,"NTT DATA
3.4","Irving, TX",TX,89.1,"Tokyo, Japan",10000+ employees,1967,IT Services
1381,Data Analyst,$64 ,"Ho Chunk
2.8","Arlington, TX",TX,89.1,"Winnebago, NE",201 to 500 employees,1995,Convenience Stores & Truck Stops
1382,Data Analyst,$64 ,"Precision technologies corp
4.2","Plano, TX",TX,89.1,"New Brunswick, NJ",201 to 500 employees,2008,IT Services
1383,Data Analytics Senior Analyst,$64 ,"Citi
3.7","Irving, TX",TX,89.1,"New York, NY",10000+ employees,1812,Investment Banking & Asset Management
1384,Business Data Analyst,$64 ,Optum Consumer Solutions Group,"Plano, TX",TX,89.1,-1,-1,-1,-1
1385,Client Data Analyst,$64 ,"Mosaic Sales Solutions
3.4","Irving, TX",TX,89.1,"Irving, TX",5001 to 10000 employees,1947,Advertising & Marketing
1386,Information Technology Specialist / Data Analyst,$64 ,"One Call Claims, LLC
3.2","Dallas, TX",TX,89.1,"Mobile, AL",201 to 500 employees,-1,Insurance Carriers
1387,Data Analyst,$64 ,"Prudent Technologies & Consulting
4.2","Grapevine, TX",TX,89.1,"Dallas, TX",51 to 200 employees,1998,IT Services
1388,Data Management Analyst,$64 ,"Daylight Solutions
4.7","Dallas, TX",TX,89.1,"San Diego, CA",51 to 200 employees,-1,Aerospace & Defense
1389,Data Import Analyst,$64 ,"LeadsOnline LLC
4.6","Plano, TX",TX,89.1,"Plano, TX",1 to 50 employees,-1,-1
1390,Senior Data Analyst,$64 ,"Excite Health Partners
3.8","Dallas, TX",TX,89.1,"Towson, MD",51 to 200 employees,-1,Staffing & Outsourcing
